Creator,Creator ID,Creator in Sanity,Title,Year,Image URL,Filename,Caption
"Angelika Jansen","hEWOpVV05Nk2Wkv6vItJh7","Yes","Schale.","","https://artaurea.de/wp-content/uploads/2017/09/Angelika-Jansen_Keramikkunst_Schale.jpg","Angelika-Jansen_Keramikkunst_Schale.jpg","Schale."
"Angelika Jansen","hEWOpVV05Nk2Wkv6vItJh7","Yes","Aufbewahrungsgefäß.","","https://artaurea.de/wp-content/uploads/2017/09/Angelika-Jansen_Keramikkunst_Aufbewahrungsgefaess.jpg","Angelika-Jansen_Keramikkunst_Aufbewahrungsgefaess.jpg","Aufbewahrungsgefäß."
"Angelika Jansen","hEWOpVV05Nk2Wkv6vItJh7","Yes","Objekt.","","https://artaurea.de/wp-content/uploads/2017/09/Angelika-Jansen_Keramikkunst_Objekt3.jpg","Angelika-Jansen_Keramikkunst_Objekt3.jpg","Objekt."
"Angelika Jansen","hEWOpVV05Nk2Wkv6vItJh7","Yes","Aufbewahrungsgefäß.","","https://artaurea.de/wp-content/uploads/2017/09/Angelika-Jansen_Aufbewahrungsgefaess_Keramik.jpg","Angelika-Jansen_Aufbewahrungsgefaess_Keramik.jpg","Aufbewahrungsgefäß."
"Angelika Jansen","hEWOpVV05Nk2Wkv6vItJh7","Yes","Kegeltrichter.","","https://artaurea.de/wp-content/uploads/2017/09/Angelika-Jansen_Kegeltrichter_Keramik.jpg","Angelika-Jansen_Kegeltrichter_Keramik.jpg","Kegeltrichter."
"Angelika Jansen","hEWOpVV05Nk2Wkv6vItJh7","Yes","Kegeltrichter.","","https://artaurea.de/wp-content/uploads/2017/09/Angelika-Jansen_Kegeltrichter_ceramic.jpg","Angelika-Jansen_Kegeltrichter_ceramic.jpg","Kegeltrichter."
"Angelika Jansen","hEWOpVV05Nk2Wkv6vItJh7","Yes","Aufbewahrungsdose.","","https://artaurea.de/wp-content/uploads/2017/09/Angelika-Jansen_Aufbewahrungsdose_Keramik.jpg","Angelika-Jansen_Aufbewahrungsdose_Keramik.jpg","Aufbewahrungsdose."
"Angelika Jansen","hEWOpVV05Nk2Wkv6vItJh7","Yes","Kegeltrichter.","","https://artaurea.de/wp-content/uploads/2017/09/Angelika-Jansen_Kegeltrichter_ceramic-art.jpg","Angelika-Jansen_Kegeltrichter_ceramic-art.jpg","Kegeltrichter."
"Angelika Jansen","hEWOpVV05Nk2Wkv6vItJh7","Yes","Kugelvase.","","https://artaurea.de/wp-content/uploads/2017/09/Angelika-Jansen_Kugelvase_Keramik.jpg","Angelika-Jansen_Kugelvase_Keramik.jpg","Kugelvase."
"Angelika Jansen","hEWOpVV05Nk2Wkv6vItJh7","Yes","Zweibauchvase.","","https://artaurea.de/wp-content/uploads/2017/09/Angelika-Jansen_Zweibauchvase_Keramik-1.jpg","Angelika-Jansen_Zweibauchvase_Keramik-1.jpg","Zweibauchvase."
