original_filename,name,method
"M5_Hotel Ultra_RGB.tif","Hotel Ultra",file_pattern_b
"M6_Hotel Ultra_CMYK.tif","Hotel Ultra",file_pattern_b
"M6_Hotel Ultra_RGB.tif","Hotel Ultra",file_pattern_b
"Piero Fornasetti.tif","Piero Fornasetti",file_pattern_b
"Artemis Zafrana BROSCHE-Ueberschlag.tif","Artemis Zafrana",file_pattern_b
"M3 Hotel Ultra_CMYK (1).tif","Hotel Ultra",file_pattern_b
"M3 Hotel Ultra_CMYK.tif","Hotel Ultra",file_pattern_b
"M3 Hotel Ultra_RGB.tif","Hotel Ultra",file_pattern_b
"Nikolay(Bur3) - Kanape Studio.png","Kanape Studio",file_pattern_b
"150324 Art Aurea Olbricht 1 HIGHRES.tif","Art Aurea Olbricht",file_pattern_b
"150324 Art Aurea Olbricht 2 HIGHRES.tif","Art Aurea Olbricht",file_pattern_b
"150324 Art Aurea Olbricht 3 HIGHRES.tif","Art Aurea Olbricht",file_pattern_b
"150324 Art Aurea Olbricht 4 HIGHRES.tif","Art Aurea Olbricht",file_pattern_b
"Weisse-Schale-2015_Showroom.tif","Weisse Schale",file_pattern_b
"Talente Preisträger 2015_EN.doc","Talente Preisträger",file_pattern_b
"Future Place 2015_Call for Proposals.doc","Future Place",file_pattern_b
"Future Place 2015_Call for Proposals_English.doc","Future Place",file_pattern_b
"2 Terminplan Stand 10.3.15.doc","Terminplan Stand",file_pattern_b
"Brutto Gusto_EN.doc","Brutto Gusto",file_pattern_b
"Elisabeth Märker.jpg","Elisabeth Märker",file_pattern_b
"Robert Comploj.jpg","Robert Comploj",file_pattern_b
"Claudia Portrait Chamberlain 2.jpg","Claudia Portrait Chamberlain",file_pattern_b
"Blütenring_Onyx.jpg","Blütenring Onyx",file_pattern_b
"Pan_Am_wings.jpg","Pan Am",file_pattern_b
"Mishima Berlin 2010 007 (Large).tif","Mishima Berlin",file_pattern_b
"New Tendency_EN.doc","New Tendency",file_pattern_b
"NEW-TENDENCY-DECEMBER-Standart-Lamp-01.jpg","Standart Lamp",file_pattern_b
"NEW-TENDENCY-HASH-coat-rack-Photo-by-Amos-Fricke-23.jpg","Amos Fricke",file_pattern_b
"Uncommon Matters_EN.docx","Uncommon Matters",file_pattern_b
"Franzikska Vogler.docx","Franzikska Vogler",file_pattern_b
"Belle Epoque (Reinhold Ludwigs in Konflikt stehende Kopie 2014-07-30) (So Undsos in Konflikt stehende Kopie 2014-11-21).doc","Belle Epoque",file_pattern_b
"Belle Epoque (Reinhold Ludwigs in Konflikt stehende Kopie 2014-07-30).doc","Belle Epoque",file_pattern_b
"Belle Epoque (So Undsos in Konflikt stehende Kopie 2014-11-21).doc","Belle Epoque",file_pattern_b
"Belle Epoque.doc","Belle Epoque",file_pattern_b
"Belle Epoque.tif","Belle Epoque",file_pattern_b
"Cover-Figal.tif","Cover Figal",file_pattern_b
"Günter Figal Einfachheit (So Undsos in Konflikt stehende Kopie 2014-11-21).doc","Günter Figal Einfachheit",file_pattern_b
"Günter Figal Einfachheit.doc","Günter Figal Einfachheit",file_pattern_b
"Carl Dau_Einfachheit_EN (So Undsos in Konflikt stehende Kopie 2014-11-21).doc","Carl Dau Einfachheit",file_pattern_b
"Carl Dau_Einfachheit_EN.doc","Carl Dau Einfachheit",file_pattern_b
"Dau Vorspann neu.doc","Dau Vorspann",file_pattern_b
"BU für ausgewählte Bilder Naumburg.docx","Bilder Naumburg",file_pattern_b
"Grohs_Ostchor.JPG","Grohs Ostchor",file_pattern_b
"Hausner-Gehrden-Einzelfenster.jpg","Hausner Gehrden Einzelfenster",file_pattern_b
"Kuzio_Merseburg_(c)_Thomas_Kuzio.jpg","Kuzio Merseburg",file_pattern_b
"Malen mit Licht_EN (Reinhold Ludwigs in Konflikt stehende Kopie 2014-07-30) (So Undsos in Konflikt stehende Kopie 2014-11-21).doc","Reinhold Ludwigs",file_pattern_b
"Malen mit Licht_EN (Reinhold Ludwigs in Konflikt stehende Kopie 2014-07-30).doc","Reinhold Ludwigs",file_pattern_b
"Neo_Rauch_Elisabethkapelle_behnelux.jpg","Neo Rauch Elisabethkapelle",file_pattern_b
"Plodek_Schraplau.jpg","Plodek Schraplau",file_pattern_b
"Schnell_Naumburg_rot_(c)_behnelux_fa_Derix_Glasstudios.jpg","Schnell Naumburg",file_pattern_b
"Schreiter-Memleben.jpg","Schreiter Memleben",file_pattern_b
"Triebsch Jena Tympanonfenster Foto Kühnle beschnitten.jpg","Triebsch Jena Tympanonfenster Foto",file_pattern_b
"Triebsch Jena Tympanonfenster Foto Kühnle.jpg","Triebsch Jena Tympanonfenster Foto",file_pattern_b
"Floor Kreszner_de_ keuze_van_Gorcum.jpg","Floor Kreszner",file_pattern_b
"Katrien Koppers_de_ keuze_van_Gorcum.jpg","Katrien Koppers",file_pattern_b
"Jewellery, Gorcum's Choice_EN (Reinhold Ludwigs in Konflikt stehende Kopie 2014-08-20).doc","Reinhold Ludwigs",file_pattern_b
"Einfach Hans Hansen_EN (Florian ludwigs in Konflikt stehende Kopie 2014-07-29).doc","Einfach Hans Hansen",file_pattern_b
"Einfach Hans Hansen_EN (Reinhold Ludwigs in Konflikt stehende Kopie 2014-07-30).doc","Einfach Hans Hansen",file_pattern_b
"Einfach Hans Hansen_EN.doc","Einfach Hans Hansen",file_pattern_b
"BU und Vita Heger.docx","Vita Heger",file_pattern_b
"Emil Heger_EN.doc","Emil Heger",file_pattern_b
"140628 Art Aurea Emil Heger 1 PRINT.jpg","Art Aurea Emil Heger",file_pattern_b
"140628 Art Aurea Emil Heger 2 PRINT.jpg","Art Aurea Emil Heger",file_pattern_b
"140628 Art Aurea Emil Heger 3 PRINT.jpg","Art Aurea Emil Heger",file_pattern_b
"140628 Art Aurea Emil Heger 4 PRINT.jpg","Art Aurea Emil Heger",file_pattern_b
"140628 Art Aurea Emil Heger 5 PRINT.jpg","Art Aurea Emil Heger",file_pattern_b
"140628 Art Aurea Emil Heger 6 PRINT.jpg","Art Aurea Emil Heger",file_pattern_b
"140628 Art Aurea Emil Heger 7 PRINT.jpg","Art Aurea Emil Heger",file_pattern_b
"140628 Art Aurea Emil Heger 8 PRINT.jpg","Art Aurea Emil Heger",file_pattern_b
"140628 Art Aurea Emil Heger 1 SCREEN.jpg","Art Aurea Emil Heger",file_pattern_b
"140628 Art Aurea Emil Heger 2 SCREEN.jpg","Art Aurea Emil Heger",file_pattern_b
"140628 Art Aurea Emil Heger 3 SCREEN.jpg","Art Aurea Emil Heger",file_pattern_b
"140628 Art Aurea Emil Heger 4 SCREEN.jpg","Art Aurea Emil Heger",file_pattern_b
"140628 Art Aurea Emil Heger 5 SCREEN.jpg","Art Aurea Emil Heger",file_pattern_b
"140628 Art Aurea Emil Heger 6 SCREEN.jpg","Art Aurea Emil Heger",file_pattern_b
"140628 Art Aurea Emil Heger 7 SCREEN.jpg","Art Aurea Emil Heger",file_pattern_b
"140628 Art Aurea Emil Heger 8 SCREEN.jpg","Art Aurea Emil Heger",file_pattern_b
"k.makarova_EN (Reinhold Ludwigs in Konflikt stehende Kopie 2014-08-20).doc","Reinhold Ludwigs",file_pattern_b
"k.makarova_EN (So Undsos in Konflikt stehende Kopie 2014-11-21).doc","So Undsos",file_pattern_b
"Bildunterschriften Art Aurea.docx","Bildunterschriften Art Aurea",file_pattern_b
"BU für die ausgewählten Bilder_Friedlaender.docx","Bilder Friedlaender",file_pattern_b
"DSC_1540-Foto Dolgner.tif","Foto Dolgner",file_pattern_b
"Friedlaender-Mocksservice 29-30_Rep 28.tif","Friedlaender Mocksservice",file_pattern_b
"Friedlaender-Teeservice a1-Koch 1931_Rep 28.tif","Friedlaender Teeservice",file_pattern_b
"Marguerite Friedlaender_letzte Version_EN Kopie (Reinhold Ludwigs in Konflikt stehende Kopie 2014-07-30).doc","Marguerite Friedlaender",file_pattern_b
"Marguerite Friedlaender_letzte Version_EN Kopie (So Undsos in Konflikt stehende Kopie 2014-11-21).doc","Marguerite Friedlaender",file_pattern_b
"Marguerite Friedlaender_letzte Version_EN Kopie.doc","Marguerite Friedlaender",file_pattern_b
"Por 19 Teegeschirr_Finsler 1931_Rep 28.tif","Teegeschirr Finsler",file_pattern_b
"2013_02_19_QK_Ingolstadt_Museum_Halle.jpg","Ingolstadt Museum",file_pattern_b
"2014_03_26_QK_Ingolstadt_Museum_Halle Blick ins Museum.jpg","Ingolstadt Museum",file_pattern_b
"2014_05_16_QK_Ingolstadt_Museum.jpg","Ingolstadt Museum",file_pattern_b
"2014_06_25_QK_Ingolstadt_Museum_SÅdfassade.jpg","Ingolstadt Museum",file_pattern_b
"Fotocredits Auswahl Art Aurea.pdf","Fotocredits Auswahl Art Aurea",file_pattern_b
"Max Bill.TIF","Max Bill",file_pattern_b
"Interview_Simone Schimpf_EN.doc","Interview Simone Schimpf",file_pattern_b
"Karla Black.doc","Karla Black",file_pattern_b
"Karla-Black_Installation-View-11.jpg","Karla Black Installation View",file_pattern_b
"Karla-Black_Installation-View-41.jpg","Karla Black Installation View",file_pattern_b
"Karla-Black_Installation-View-81.jpg","Karla Black Installation View",file_pattern_b
"Katharina Hinsberg.doc","Katharina Hinsberg",file_pattern_b
"Katharina Hinsberg.JPG","Katharina Hinsberg",file_pattern_b
"Katinka Bock_Marrakech Bienniale 5_MR Image Presentation.pdf","Katinka Bock Marrakech Bienniale",file_pattern_b
"Legenden Sara.docx","Legenden Sara",file_pattern_b
"Sara Zouaoui  2  Fassung (Reinhold Ludwigs in Konflikt stehende Kopie 2014-07-30).doc","Sara Zouaoui",file_pattern_b
"Sara Zouaoui  2  Fassung.doc","Sara Zouaoui",file_pattern_b
"Sara Zouaoui französisch.docx","Sara Zouaoui",file_pattern_b
"Band1_Seite32_Atelier_Zumthor.jpg","Atelier Zumthor",file_pattern_b
"Band2_Seite24_Therme-Vals.jpg","Therme Vals",file_pattern_b
"Band2_Seite25_Therme-Vals.jpg","Therme Vals",file_pattern_b
"Band5_Seite133_Serpentine-Pavilion.jpg","Serpentine Pavilion",file_pattern_b
"Peter Zumthor_Buchbeprechung_EN (Reinhold Ludwigs in Konflikt stehende Kopie 2014-07-30).doc","Peter Zumthor Buchbeprechung",file_pattern_b
"Peter Zumthor_Buchbeprechung_EN.doc","Peter Zumthor Buchbeprechung",file_pattern_b
"Portrait Peter Zumthor_Copyright Atelier Peter Zumthor & Partner.jpg","Portrait Peter Zumthor Copyright",file_pattern_b
"AtelierBINDERNAGEL_Leuchter Lichtscheiben-schwebend.jpg","Leuchter Lichtscheiben",file_pattern_b
"Bindernagel_DIE SEHNSUCHT NACH DEM EINFACHEN_Juli 2014 (So Undsos in Konflikt stehende Kopie 2014-11-21).doc","So Undsos",file_pattern_b
"Petra Bitsch_EN (Reinhold Ludwigs in Konflikt stehende Kopie 2014-07-30) (So Undsos in Konflikt stehende Kopie 2014-11-21).doc","Petra Bitsch",file_pattern_b
"Petra Bitsch_EN (Reinhold Ludwigs in Konflikt stehende Kopie 2014-07-30).doc","Petra Bitsch",file_pattern_b
"Petra Bitsch_EN.doc","Petra Bitsch",file_pattern_b
"Freiesleben_EN (Florian ludwigs in Konflikt stehende Kopie 2014-07-29) (So Undsos in Konflikt stehende Kopie 2014-11-21).doc","So Undsos",file_pattern_b
"Freiesleben_EN (Reinhold Ludwigs in Konflikt stehende Kopie 2014-07-30).doc","Reinhold Ludwigs",file_pattern_b
"Freiesleben_EN (So Undsos in Konflikt stehende Kopie 2014-11-21).doc","So Undsos",file_pattern_b
"Tatjana Goldberg.docx","Tatjana Goldberg",file_pattern_b
"Hanne Bay Lührssen_EN (Florian ludwigs in Konflikt stehende Kopie 2014-07-29).doc","Hanne Bay Lührssen",file_pattern_b
"Hanne Bay Lührssen_EN (Reinhold Ludwigs in Konflikt stehende Kopie 2014-07-30).doc","Hanne Bay Lührssen",file_pattern_b
"Hanne Bay Lührssen_EN (So Undsos in Konflikt stehende Kopie 2014-11-21).doc","Hanne Bay Lührssen",file_pattern_b
"Hanne Bay Lührssen_EN.doc","Hanne Bay Lührssen",file_pattern_b
"Vorspann Showroom Einfachem (Florian ludwigs in Konflikt stehende Kopie 2014-07-29) (So Undsos in Konflikt stehende Kopie 2014-11-21).doc","Vorspann Showroom Einfachem",file_pattern_b
"Vorspann Showroom Einfachem (Florian ludwigs in Konflikt stehende Kopie 2014-07-29).doc","Vorspann Showroom Einfachem",file_pattern_b
"Vorspann Showroom Einfachem (Reinhold Ludwigs in Konflikt stehende Kopie 2014-07-30).doc","Vorspann Showroom Einfachem",file_pattern_b
"Vorspann Showroom Einfachem.doc","Vorspann Showroom Einfachem",file_pattern_b
"LegendeHochstrasser (Reinhold Ludwigs in Konflikt stehende Kopie 2014-07-30).doc","Reinhold Ludwigs",file_pattern_b
"Text_Estelle_Gassmann.pdf","Text Estelle Gassmann",file_pattern_b
"A-A Brosche Silber 925, Edelstahl, Holz.jpg","Brosche Silber",file_pattern_b
"A-A Brosche Silber 925, Edelstahl, Holz_frei.jpg","Brosche Silber",file_pattern_b
"A-A Kette Gold 750, Blattgold, Holz.jpg","Kette Gold",file_pattern_b
"Kurzlegende Friedrich Aldrup.pdf","Kurzlegende Friedrich Aldrup",file_pattern_b
"Blom&Blom_Logo.jpg","Blom Logo",file_pattern_b
"Portrait Kamiel.jpg","Portrait Kamiel",file_pattern_b
"Portrait Martijn.jpg","Portrait Martijn",file_pattern_b
"Art Salon_presentation.jpg","Art Salon",file_pattern_b
"Stefan - Mentor with The cat - Styopi.jpg","Stefan Mentor",file_pattern_b
"Tony - Kanape Studio.jpg","Tony Kanape Studio",file_pattern_b
"Maya Karkalicheva's exhebition.jpg","Maya Karkalicheva",file_pattern_b
"Small Giants.jpg","Small Giants",file_pattern_b
"Galerie_Pirk.jpg","Galerie Pirk",file_pattern_b
"KERAMION_Foto Stapelfeldt.jpg","Foto Stapelfeldt",file_pattern_b
"Galerie Katrin Eitner während SCHMUCK2014_Muc.jpg","Galerie Katrin Eitner",file_pattern_b
"Christine Graf.jpeg","Christine Graf",file_pattern_b
"Florian Weingärtner .jpeg","Florian Weingärtner",file_pattern_b
"Halsschmuck von Doerthe Fuchs.jpeg","Doerthe Fuchs",file_pattern_b
"Katharina Schmitz.jpeg","Katharina Schmitz",file_pattern_b
"Renate Merten.jpeg","Renate Merten",file_pattern_b
"Ian Meares.jpeg","Ian Meares",file_pattern_b
"Marc Leuthold-apocalypse_Mitosis glazed porcelain 2013 11 inch tall.jpeg","Marc Leuthold",file_pattern_b
"Belobigung_Adam-Stoffel.jpg","Belobigung Adam Stoffel",file_pattern_b
"Kimiaki Kageyama.jpg","Kimiaki Kageyama",file_pattern_b
"Kimiaki Kageyama.tif","Kimiaki Kageyama",file_pattern_b
"Fynn Freyschmidt.jpg","Fynn Freyschmidt",file_pattern_b
"2012 Brutto Gusto 8669 (photo. def image).jpg","Brutto Gusto",file_pattern_b
"2012 Brutto Gusto 8669 (photo. def image).tif","Brutto Gusto",file_pattern_b
"2013 Brutto Gusto 2 (photo_ def image).jpg","Brutto Gusto",file_pattern_b
"Mikiko Minewaki.jpg","Mikiko Minewaki",file_pattern_b
"Paul Derrez.jpg","Paul Derrez",file_pattern_b
"Paul Derrez.tif","Paul Derrez",file_pattern_b
"Genzken_Schauspieler_2014_9.jpg","Genzken Schauspieler",file_pattern_b
"PreistrÑger_ Anne Martin_martin.jpg","Anne Martin",file_pattern_b
"PreistrÑger_Sarah Pschorn_Talente2015_Sarah_Pschorn_LOVETEARSANDDIZZYBIRDS_96307.jpg","Sarah Pschorn",file_pattern_b
"Claudia Biehne.jpg","Claudia Biehne",file_pattern_b
"Adam+Harborth_Portrait_DSCF2889sw_DxO.jpg","Harborth Portrait",file_pattern_b
"Art Salon exhebition.JPG","Art Salon",file_pattern_b
"EuroComission_Art Salon_Plovdiv2019.jpg","Art Salon",file_pattern_b
"Children Creating In Kapana.JPG","Children Creating In Kapana",file_pattern_b
"Children Creating In Kapana2.JPG","Children Creating In",file_pattern_b
"Children Creating In Kapana3.jpg","Children Creating In",file_pattern_b
"Children Creating In Kapana4.JPG","Children Creating In",file_pattern_b
"Silviya -Kanape Stduio&Shareno BG.jpg","Silviya Kanape Stduio",file_pattern_b
"Stefan - Mentor.jpg","Stefan Mentor",file_pattern_b
"Bilyarov Art.JPG","Bilyarov Art",file_pattern_b
"Kokimoto Art.JPG","Kokimoto Art",file_pattern_b
"Bur3 - Kanape Studio.JPG","Kanape Studio",file_pattern_b
"Tony - Workshop Hub - Kanape Studio.JPG","Tony Workshop Hub Kanape",file_pattern_b
"workshop hub - Kanape Studio.jpg","Kanape Studio",file_pattern_b
"Atelier Zobel.jpg","Atelier Zobel",file_pattern_b
"Porträt_BreußRenate.jpg","Porträt Breuß",file_pattern_b
"Porträt_BreußRenate2.jpg","Porträt Breuß",file_pattern_b
"WRH_Aussenansicht_Holzherr.jpg","Aussenansicht Holzherr",file_pattern_b
"WRH_Foto Ralph Feiner.jpg","Foto Ralph Feiner",file_pattern_b
"Fashion Day.jpg","Fashion Day",file_pattern_b
"Fashion Days.JPG","Fashion Days",file_pattern_b
"Anastasiya - The Craft Station.jpg","Anastasiya The Craft Station",file_pattern_b
"Deny - The Craft Station.jpg","Deny The Craft Station",file_pattern_b
"Edi - The Craft Station.jpg","Edi The Craft Station",file_pattern_b
"Emil - Incubator.jpg","Emil Incubator",file_pattern_b
"Gergana - Geri - Kanape Studio - Incubator.jpg","Gergana Geri Kanape Studio",file_pattern_b
"Gery - The Craft Station.jpg","Gery The Craft Station",file_pattern_b
"Ivan - The Craft Station.jpg","Ivan The Craft Station",file_pattern_b
"Vesy - The Craft Station.jpg","Vesy The Craft Station",file_pattern_b
"Hergen Böttcher.jpg","Hergen Böttcher",file_pattern_b
"Katrin Borst_Rückseite einer Brosche.jpg","Katrin Borst Rückseite",file_pattern_b
"Andrea Vilhena.jpg","Andrea Vilhena",file_pattern_b
"Klaus Arck.jpg","Klaus Arck",file_pattern_b
"Kyoko Fukuchi.jpg","Kyoko Fukuchi",file_pattern_b
"Manfred Nisslmüller.jpg","Manfred Nisslmüller",file_pattern_b
"Manfred Nisslmüller.tif","Manfred Nisslmüller",file_pattern_b
"Martina Mühlfellner.jpg","Martina Mühlfellner",file_pattern_b
"Ramon Puig Cuyas.jpg","Ramon Puig Cuyas",file_pattern_b
"Kaufhold Erl_IMG_5378_HH.jpg","Kaufhold Erl",file_pattern_b
"Prämierte_Schönste Bücher aus aller Welt_02.jpg","Prämierte Schönste Bücher",file_pattern_b
"Prämierte_Schönste Bücher aus aller Welt_04.jpg","Prämierte Schönste Bücher",file_pattern_b
"Preisträger-Herbert-Hofmann.jpg","Preisträger Herbert Hofmann",file_pattern_b
"Isa_Genzken_Schauspieler_2014_Installationsansicht_MMK_12.jpg","Isa Genzken Schauspieler",file_pattern_b
"Isa_Genzken_Briefmarken_2014_Installationsansicht_MMK_37.jpg","Isa Genzken Briefmarken",file_pattern_b
"Isa_Genzken_Briefmarken_2014_Installationsansicht_MMK_38.jpg","Isa Genzken Briefmarken",file_pattern_b
"Isa_Genzken_Installationsansicht_MMK_1.jpg","Isa Genzken Installationsansicht",file_pattern_b
"Isa_Genzken_Installationsansicht_MMK_3.jpg","Isa Genzken Installationsansicht",file_pattern_b
"Isa_Genzken_Installationsansicht_MMK_4.jpg","Isa Genzken Installationsansicht",file_pattern_b
"Isa_Genzken_Installationsansicht_MMK_5.jpg","Isa Genzken Installationsansicht",file_pattern_b
"Isa_Genzken_Nofretete_2014_Installationsansicht_MMK_1.jpg","Isa Genzken Nofretete",file_pattern_b
"Isa_Genzken_Nofretete_2014_Installationsansicht_MMK_2.jpg","Isa Genzken Nofretete",file_pattern_b
"Isa_Genzken_Schauspieler_2014_Installationsansicht_MMK_16.jpg","Isa Genzken Schauspieler",file_pattern_b
"Isa_Genzken_Schauspieler_2014_Installationsansicht_MMK_17.jpg","Isa Genzken Schauspieler",file_pattern_b
"Isa_Genzken_Schauspieler_2014_Installationsansicht_MMK_21.jpg","Isa Genzken Schauspieler",file_pattern_b
"Isa_Genzken_Schauspieler_2014_Installationsansicht_MMK_30.jpg","Isa Genzken Schauspieler",file_pattern_b
"Isa_Genzken_Schauspieler_2014_Installationsansicht_MMK_31.jpg","Isa Genzken Schauspieler",file_pattern_b
"Isa_Genzken_Schauspieler_2014_Installationsansicht_MMK_32.jpg","Isa Genzken Schauspieler",file_pattern_b
"the team of Plovdiv Game Jam.JPG","Plovdiv Game Jam",file_pattern_b
"Angel - The Craft Station.jpg","Angel The Craft Station",file_pattern_b
"Global Game Jam - Plovdiv.JPG","Global Game Jam Plovdiv",file_pattern_b
"Nicole Schuster - Ring Wallflower III.jpg","Nicole Schuster Ring Wallflower",file_pattern_b
"Paul Derrez, DOT-brooches, 2014, acrylic + steel (3).jpg","Paul Derrez",file_pattern_b
"Isa_Genzken_Schauspieler_2014_Installationsansicht_MMK_5.jpg","Isa Genzken Schauspieler",file_pattern_b
"Isa_Genzken_Schauspieler_2014_Installationsansicht_MMK_8.jpg","Isa Genzken Schauspieler",file_pattern_b
"Isa_Genzken_Untitled_2014_Installationsansicht_MMK_39.jpg","Isa Genzken Untitled",file_pattern_b
"Johannes Nagel, installation 2.jpg","Johannes Nagel",file_pattern_b
"Johannes Nagel, installation 3.jpg","Johannes Nagel",file_pattern_b
"Johannes Nagel, installation 4.jpg","Johannes Nagel",file_pattern_b
"Johannes Nagel, Vessels, perhaps, for print1.jpg","Johannes Nagel",file_pattern_b
"Johannes Nagel, Vessels, perhaps, for print2.jpg","Johannes Nagel",file_pattern_b
"Johannes Nagel, Vessels, perhaps, for print3.jpg","Johannes Nagel",file_pattern_b
"Johannes Nagel, Vessels, perhaps, for print4.jpg","Johannes Nagel",file_pattern_b
"Johannes Nagel, Vessels, perhaps, for print5.jpg","Johannes Nagel",file_pattern_b
"0356-ArtMemberOpening-150313 - Copy - Copy.jpg","Copy Copy",file_pattern_b
"Talente-Preisträger.jpg","Talente Preisträger",file_pattern_b
"Text Phillips Design.doc","Text Phillips Design",file_pattern_b
"Phillips London, Nordic Design (So Undsos in Konflikt stehende Kopie 2014-11-21).doc","Phillips London",file_pattern_b
"Phillips London, Nordic Design.doc","Phillips London",file_pattern_b
"Quittenbaum Italienisches Design und Design_Text, Bildunterschriften (So Undsos in Konflikt stehende Kopie 2014-11-21).doc","Quittenbaum Italienisches Design",file_pattern_b
"Quittenbaum Italienisches Design und Design_Text, Bildunterschriften.doc","Quittenbaum Italienisches Design",file_pattern_b
"Quittenbaum Italienisches Design_eng.doc","Quittenbaum Italienisches Design",file_pattern_b
"Antje Dienstbir_EN.doc","Antje Dienstbir",file_pattern_b
"Dienstbir_Portrait.jpg","Dienstbir Portrait",file_pattern_b
"Kruger Buchbesprechung_EN.odt","Kruger Buchbesprechung",file_pattern_b
"Mason Currey_Musenküsse_EN (So Undsos in Konflikt stehende Kopie 2014-11-21).doc","Mason Currey Musenküsse",file_pattern_b
"Mason Currey_Musenküsse_EN.doc","Mason Currey Musenküsse",file_pattern_b
"Rituale der Kunst_Buchbesprechung_EN.docx","Kunst Buchbesprechung",file_pattern_b
"Einleitung Rituale und Objekte_EN_ergänzt.doc","Einleitung Rituale",file_pattern_b
"01_Lotte Reimers_LR_13-42.jpg","Lotte Reimers",file_pattern_b
"02_Lotte Reimers_LR_13-51.jpg","Lotte Reimers",file_pattern_b
"03_Lotte Reimers_LR_13-67.jpg","Lotte Reimers",file_pattern_b
"04_Lotte Reimers_LR_13-79.jpg","Lotte Reimers",file_pattern_b
"05_Lotte Reimers_LR_13-89.jpg","Lotte Reimers",file_pattern_b
"06_Lotte Reimers_LR_13-89-vorschau.jpg","Lotte Reimers",file_pattern_b
"Lotte Reimers_EN (So Undsos in Konflikt stehende Kopie 2014-11-21).doc","Lotte Reimers",file_pattern_b
"Lotte Reimers_EN.doc","Lotte Reimers",file_pattern_b
"Einl_Reimers_2014_v1-screen.pdf","Einl Reimers",file_pattern_b
"Lotte Reimers.doc","Lotte Reimers",file_pattern_b
"Einleitung Positionen_EN.doc","Einleitung Positionen",file_pattern_b
"Shin Statement und BU (Agata Waleczeks in Konflikt stehende Kopie 2015-04-29).doc","Shin Statement",file_pattern_b
"Shin Statement und BU.doc","Shin Statement",file_pattern_b
"Jünger Statement und BUs (Agata Waleczeks in Konflikt stehende Kopie 2015-04-29).doc","Jünger Statement",file_pattern_b
"Jünger Statement und BUs.doc","Jünger Statement",file_pattern_b
"Kati Jünger 82.tif","Kati Jünger",file_pattern_b
"Kati Jünger Urne_85.jpg","Kati Jünger Urne",file_pattern_b
"03_bis_06_Aug_2006_Schmelzprojekt_Beatice_Lang_Bern_ 039.jpg","Schmelzprojekt Beatice Lang",file_pattern_b
"03_bis_06_Aug_2006_Schmelzprojekt_Beatice_Lang_Bern_ 043.jpg","Schmelzprojekt Beatice Lang",file_pattern_b
"03_bis_06_Aug_2006_Schmelzprojekt_Beatice_Lang_Bern_ 076.jpg","Schmelzprojekt Beatice Lang",file_pattern_b
"03_bis_06_Aug_2006_Schmelzprojekt_Beatice_Lang_Bern_ 127.jpg","Schmelzprojekt Beatice Lang",file_pattern_b
"03_bis_06_Aug_2006_Schmelzprojekt_Beatice_Lang_Bern_ 130.jpg","Schmelzprojekt Beatice Lang",file_pattern_b
"03_bis_06_Aug_2006_Schmelzprojekt_Beatice_Lang_Bern_ 132.jpg","Schmelzprojekt Beatice Lang",file_pattern_b
"03_bis_06_Aug_2006_Schmelzprojekt_Beatice_Lang_Bern_ 137.jpg","Schmelzprojekt Beatice Lang",file_pattern_b
"Nölke Statement und BU_EN.doc","Nölke Statement",file_pattern_b
"4 Duo Var. 2A.jpg","Duo Var",file_pattern_b
"Georg Statement und BU.doc","Georg Statement",file_pattern_b
"2 Teeschale Einlegetechnik.jpg","Teeschale Einlegetechnik",file_pattern_b
"3 Duo Var. 1.jpg","Duo Var",file_pattern_b
"Lydia Gastroph_01.jpg","Lydia Gastroph",file_pattern_b
"Lydia Gastroph_Urne_Kati_Jünger_Foto_Eva_Jünger.jpg","Lydia Gastroph Urne Kati",file_pattern_b
"Lydia_Gastroph.jpg","Lydia Gastroph",file_pattern_b
"Shin 04_Finger lickin´Spoon Back.jpg","Spoon Back",file_pattern_b
"Statement Shin.doc","Statement Shin",file_pattern_b
"Statement zu Kati Jünger - Rituale.pdf","Kati Jünger Rituale",file_pattern_b
"Kürbisdose_gross_bearb. (Unicode-Codierungskonflikt).jpg","Unicode Codierungskonflikt",file_pattern_b
"Gelbe Urne_Adam_Löffler_Bild_Eva_Jünger (Unicode-Codierungskonflikt).jpg","Gelbe Urne Adam Löffler",file_pattern_b
"Totenbett multiple_Entwurf_Ausführung_Bea_Grawe (Unicode-Codierungskonflikt).jpg","Entwurf Ausführung",file_pattern_b
"Trauerschmuck_Constanze_Schreiber.jpg","Trauerschmuck Constanze Schreiber",file_pattern_b
"Urne_Kati_jünger (Unicode-Codierungskonflikt).jpg","Urne Kati",file_pattern_b
"Weg der Blume_Sargschmuck_Bea_Grawe.jpg","Blume Sargschmuck Bea",file_pattern_b
"_OWENS_Plug Table (Petrified Wood).pdf","Plug Table",file_pattern_b
"OWENS_Low Plug Table (Alabaster)_02.jpg","Low Plug Table",file_pattern_b
"OWENS_Low Plug Table (Alabaster)_03.jpg","Low Plug Table",file_pattern_b
"OWENS_Plug Table (Petrified Wood)_01.jpg","Plug Table",file_pattern_b
"OWENS_Plug Table (Petrified Wood)_02.jpg","Plug Table",file_pattern_b
"OWENS_Plug Table (White Marble)_01.jpg","Plug Table",file_pattern_b
"OWENS_Plug Table White Marble.pdf","Plug Table White Marble",file_pattern_b
